"","sweet","spicy","bitter","salty","bland","sour","crispy","chicken","fish","beef","soup","tea"
"4uL__7uuE67jxzZdtAoRtg",0,0,0,0,0,0,0,0,0,0,0,0
"wjzjwmbniu-Mf1rpfgmatg",0,0,0,0,0,0,0,2,0,0,0,0
"chZZex33PPN6w3SmxHGElQ",0,0,0,0,0,0,0,1,0,0,0,0
"7hGMkx-f5cmYF03OrvMHrQ",0,1,0,0,0,0,0,0,1,4,3,3
"NkhGsaUfC2HJdIsoq6sCvQ",0,0,0,0,1,0,0,0,0,0,3,1
"fjC0aCXCBgehZbcSlFVbwA",0,1,0,0,0,0,2,0,0,0,0,0
"vnuEr6S3tKYs-iCaHTWNvA",0,0,0,0,0,0,1,1,0,1,0,0
"5APBd2fowCNQn8HwhTdpFw",1,0,0,1,0,0,0,0,0,0,0,0
"tK8DmiMSJKQvVJybKh_deg",0,0,0,0,0,0,0,1,0,0,0,0
"LzM0Ka9KJELxTp7ap1DBIw",0,0,0,0,0,0,0,0,0,0,0,0
"S1QZS_mZSy4Z4E5-8b__EQ",0,0,0,0,0,0,0,0,0,0,0,0
"IZnTldChFf4MNrSc9mMNNg",0,0,0,0,1,0,0,2,0,1,0,0
"c5T2X3qP16aT3zs9Z0qEYA",0,0,0,0,0,0,0,0,0,1,0,0
"GKlW4o6gurTy815WL_qyNA",0,0,0,0,0,0,0,0,0,0,0,0
"Kv5kMHaChLnxeGBJizdQ8w",0,0,0,0,0,0,0,1,0,0,0,0
"QMqR2QqBLnF04MYrJOvVTA",0,0,0,0,0,0,0,0,0,0,1,0
"ooQzsZiFciwTfRTZH3eEjw",0,0,0,0,0,0,0,0,0,2,1,1
"IgdM7AA27OR3gszGkeQ9pw",0,0,0,0,0,0,0,0,0,0,0,0
"EWrOZ1y74yziZ_4lTCI5RA",0,0,0,0,0,0,0,1,0,1,0,0
"b5Zs3dJCAZkFwUnddxYPHw",0,0,0,0,0,0,1,0,0,0,0,0
"mZciAAiPdPx6j9S3N3wKlg",1,1,0,1,0,2,0,3,0,3,4,0
"rhGHsmhP-tZOxbvpGDy6ZA",0,0,0,0,0,0,0,0,0,0,0,0
"zolpbcNkfzGPWdOODBa6sw",1,0,0,2,0,0,1,2,0,0,0,1
"HQwS2SqGWE9RXo0sjgYErg",0,0,0,0,0,0,0,0,0,2,0,0
"t5F2mHoVzIjheSEZus2Q6A",0,0,0,0,0,0,0,0,0,0,0,0
"0Ale0A3QPr7h45b5LnG-0A",0,0,0,0,0,0,0,0,0,0,0,0
"zxBMVZjABaAzhWF5u6uxVg",0,0,0,0,0,0,0,0,0,0,0,0
"u0x00kpNbv3IHghInGw_Zg",0,0,0,0,0,0,0,0,0,0,0,0
"acdYyB7Em80ZEleAZhfaqQ",1,0,0,0,0,1,0,1,0,0,0,0
"jmbLMLS0WlXxOv_lH-YRYQ",0,1,0,0,0,0,0,0,0,0,1,0
"gQtCORUbdrEJuZu_k1Y_ZA",0,0,0,0,0,0,0,0,0,0,0,0
"KIShxw2e2knEftwqSU90xw",0,0,0,0,0,0,1,0,0,0,0,0
"lW6FXXXwcHL2R8qzmrwvig",0,2,0,0,0,0,0,2,0,0,3,0
"hy1hOaOpJxQvdyQplOdQEw",0,0,0,1,0,1,0,1,0,0,2,0
"ZAcK3x2bK5h3MvxrUYKvtw",0,0,0,0,0,0,0,0,0,0,0,0
"5pMfrpGPijWgosOMrzjL9g",0,0,0,0,0,0,0,0,0,0,0,0
"SiKUowW1Y4o3uN9Il86bJA",0,0,0,0,0,0,0,1,0,0,0,0
"mHOk8yC5LqFnUqt8ks4J0w",0,0,0,0,0,0,0,0,0,0,0,0
"_lbGaIvdFB_XwYkDLTRdjA",0,0,0,0,0,0,0,0,0,0,0,0
"0085TFwLGL3EBKN3G8WfpQ",0,3,0,0,0,0,0,0,0,5,0,0
"lAMscgmF6V7DSy6NGFb4TQ",0,0,0,0,0,0,1,0,0,0,0,0
"Muqs3EeybiJO9rMqfeTvFw",0,0,0,0,0,0,0,0,0,0,0,0
"oRWJN2c6ba0mhvphzDVkhw",0,0,0,0,0,0,0,2,0,1,1,0
"UzztdZXsIZehKMYp0-jrAA",0,0,0,0,0,0,0,0,0,0,1,5
"tTA8z_0iAtss1nNdtTFH7Q",0,0,0,0,0,0,0,1,1,0,0,2
"voCDCPr0JPkjvhsK1gSDww",0,0,0,0,0,0,0,0,0,0,0,0
"sx2ujZS_8-JSdloPl6QREg",0,0,0,0,0,0,0,0,0,0,0,0
"-a2w_s8yq3jQQgz4kNH8mA",0,0,0,0,0,0,0,0,0,0,0,1
"iRCluOMVZE2pWPx93fcibw",0,0,0,0,0,0,0,0,0,0,0,0
"cTPukGWyI2eHqBEnOG_SSg",0,0,0,0,0,0,0,1,0,0,0,0
"MxellLOQ0Cl6V0i257gQMQ",0,0,0,0,0,0,0,0,0,0,1,0
"6a8HJP9B0JxIU6VQvLxJ5A",0,0,0,0,0,0,0,0,0,0,0,0
"04uopa-KGDUwwBHGO8DeTg",0,0,0,0,0,0,0,0,0,0,0,0
"UVO_X4hssszf67h4UgEgPQ",0,0,0,0,0,0,0,0,0,0,0,0
"GW-dIIaKee-auUmabQpCUQ",0,0,0,0,1,0,0,0,0,2,3,0
"SeJEOGwwDsWXcjDfhbrb8Q",0,0,0,0,0,0,0,0,0,0,0,0
"YgSk9L89k4dziBaD8oBGxg",0,0,0,0,0,0,0,0,0,0,0,0
"1W5MA_4IHLsjuI-NZv_qWA",4,0,0,0,1,3,0,0,0,0,3,0
"Ec-agRVI2woA8ZivhmT2Ng",0,0,0,0,0,0,0,0,0,1,1,1
"RQ8BfwAVYNZXXJ2Ralx7Eg",0,0,0,0,0,0,0,0,0,0,0,0
"KNralLyIuSGeCEqyTxHp3A",0,0,0,1,0,0,0,1,0,0,0,0
"5taGDGW7izEB1Y5yfLPdIw",0,0,0,0,0,0,0,0,0,0,0,0
"COk_12PSpH8lMefmuLL1QQ",0,0,0,0,1,0,0,1,0,0,0,0
"yWxLQPpSbsFGK1YVBeMeXg",0,0,0,0,0,0,0,1,0,0,0,0
"qcaa263kc97FO9WJEmfaUQ",0,0,0,0,0,0,0,0,0,0,0,0
"Gf4H3LQkpTCapjxxJq-0Ww",0,0,0,0,0,0,0,0,0,0,0,0
"He9MvoNUlCrqF3bZxsaZNQ",0,0,0,0,0,0,0,0,0,0,0,0
"xfzGI_fDVEfMYzXETX0Ssw",1,0,0,0,1,0,0,0,1,1,0,0
"DyPN5Rp4MRph5b42Moc1gA",0,0,0,0,0,0,0,0,0,0,3,2
"nAj7o1KRhDWe_ShyPnwm3A",1,0,0,0,0,0,0,1,0,0,0,1
"oDlKQV4UTqJkuFu7UdSGXQ",0,0,0,0,0,0,0,2,0,0,0,0
"fGyqmAzqbTXoKxvpECtoVQ",0,0,0,0,0,0,0,0,0,0,2,0
"-kSR0EpE0wjkqZFoLHPBzw",0,0,0,0,0,0,1,0,0,0,0,0
"EOY58ey_LnDFb2LerO8oHQ",0,0,0,0,1,0,0,2,0,0,0,0
"a38bj5M6ZK6b2Ds2DirePQ",0,0,0,0,0,0,0,0,0,0,0,0
"95RruxEN0W0TpnAbLXuH6Q",0,0,0,0,0,0,0,0,0,0,0,0
"4ups-VHNyXNV5b6y3N4GnQ",0,2,0,0,1,0,0,0,0,0,0,0
"cZ_UwR7AHFwaFW-Nek84-A",1,0,0,0,0,0,0,0,0,0,0,0
"vfaTDSV1-6FVN1PDN2Rnvw",0,0,0,0,0,0,1,2,0,0,0,0
"ICW8SgxtJSX_v1KNrHsLzA",0,0,0,0,0,0,0,0,0,0,0,0
"x0fC4X5cNhC0aEPDIZmdtQ",0,4,0,0,0,0,0,1,1,0,0,0
"IvaY6gxoGZyKbnPsvowqGQ",0,1,0,0,1,1,0,4,0,0,2,1
"O2DU9iqBCqRAExpD0FkYlQ",0,0,0,0,0,0,0,0,0,0,1,0
"C9l43b4aUiwPLmknlXDoFA",0,0,0,0,0,0,1,0,0,0,0,1
"zCOL8fkrk4LGX8dJrFluTA",0,0,0,0,0,0,0,0,0,1,0,0
"fqRxFvuXARIcEPdnXchNtw",0,0,0,0,0,0,0,0,0,0,2,0
"4SgtllBZDkQxeAERQlnKDw",0,0,0,0,0,0,0,0,0,1,0,0
"OxQkDtdiJdHLrHExH9NrfQ",1,0,0,0,1,1,0,0,0,0,0,0
"9Gbh5kcMa386Uvsb82FkxA",0,0,0,1,0,0,0,0,0,0,0,0
"hZMaedrqpRTABirWA8Cr6Q",0,0,0,0,0,0,0,1,0,0,1,0
"uyBUcWud2G0K3EAa_OZt8g",0,0,0,0,0,0,0,2,0,1,4,0
"NfJYJYYhRsDYLx8ExVRQ_A",0,0,0,0,0,0,0,0,0,2,2,0
"NJxbEt2LM-vO6eV5krtpsA",0,2,0,0,1,0,0,2,0,0,5,0
"qQrYolcGSNAQyLFrX6yyzQ",0,0,0,0,0,0,0,0,0,0,0,0
"eMaEh8mnMFOLWI8RF5tF0g",0,0,0,0,0,0,0,0,0,0,0,0
"FX8he-NnScOm0r4l9h4jgg",0,0,0,0,0,0,0,0,0,0,0,0
"Y9vxY4EBAm5FHGXlh2vVMA",0,0,0,0,0,0,0,0,0,0,0,1
"DrTHwkuSNR2K7cKrPvfCbA",0,0,0,0,0,0,0,0,0,0,0,0
"xGWlWd7q8F6Qturgte_OyQ",0,0,0,0,0,0,0,1,1,1,0,0
"4mIPxzhVjyynXqFmxugmbw",0,0,0,0,0,0,0,0,0,0,0,1
"iNq-ZOJiONUTRw--5SBEFg",0,0,0,0,0,0,0,2,0,1,0,0
"AYElET0O7ymT2eU0ujpYBw",1,0,0,1,0,0,0,0,0,0,0,0
"yLSc31rfni0atm3p3yYpUw",0,1,0,0,0,0,0,0,0,0,0,0
"lrOOM34QUn3aq3tj5z5SLw",0,0,0,0,0,0,0,0,0,0,1,0
"X-kkWYREj4GaRHgTuIFLLg",0,1,0,0,0,0,0,0,0,0,1,0
"DuIBx3LKBixndqY6JpZ65A",0,0,0,0,0,0,0,2,0,0,0,0
"Ckw87LuAhluBbY-zh-moRQ",0,0,0,0,0,0,0,0,0,1,0,1
"-_u8pRqd-HUQUcrW3dSJxw",0,0,0,0,0,0,0,0,0,0,0,0
"zvny7_Xwcl0xLQHAhvqcBg",0,0,0,0,0,0,0,0,0,0,0,0
"uQc2PVYha4UNpGxJ3wggfA",0,0,0,0,0,0,0,0,0,0,0,0
"eIxAxc2M66nw9BTaGLDAqg",0,0,0,0,0,0,0,0,0,0,0,0
"wUIX8eQ7dDP7dGXdJU2VAw",1,0,0,0,0,0,0,0,0,0,0,0
"ClRrY98_-TpYxSA11xx6qA",0,0,0,0,0,0,0,0,0,0,1,0
"a3jkDQCn23tDNgMqkwDLcg",0,0,0,0,0,0,0,0,0,0,0,0
"IGWdcoE_FkzqJ_tZ6t8iNg",0,0,0,0,0,0,1,0,0,1,0,1
"G5bc9NKyjXDRzMWeOKKRFA",0,0,0,0,0,0,0,0,0,0,0,0
"rJwD8oKPcf94ICkRft5zRA",0,0,0,0,0,0,0,0,0,0,0,0
"si8X1j-IQeyeAUtrncmu-A",0,0,0,0,0,0,0,1,0,0,2,0
"RHfUE6bIPCOh-I7lbCGTZA",0,0,0,0,0,0,0,0,0,1,0,0
"ZsrBQnGS99pI0hMwjWz6kg",0,0,0,0,0,0,0,0,0,0,0,0
"DOWlRMt7N4ZWdW5BORegLw",0,0,0,0,0,0,0,0,0,0,0,0
"7R2CsuHix8DyNPYsYkjCzQ",0,0,0,0,0,0,0,0,0,0,0,0
"3hHDfhOzw_px65hnL4XJSw",0,0,0,0,0,0,0,0,0,0,1,0
"qtsYLldEvrUIxy4C5L6WNQ",0,0,0,0,0,0,0,0,0,0,0,0
"ztMuzlf6N3UOb1IfzXsPwA",0,0,0,0,0,0,0,0,0,0,0,0
"5BecNoN5H7tN3D55c4WqYw",0,0,0,0,0,0,0,2,0,0,0,0
"r6r6OC3UXnLDl2vz-tDu_w",0,0,0,0,0,0,0,0,0,0,0,0
"sE8ytZNupf4RBDd0WzkHkg",0,0,0,0,0,0,0,0,0,0,0,0
"6Zy4OIR8ErD4-jLt9mMynQ",0,0,0,0,0,0,0,1,0,0,0,0
"Pl-n90UpMqmOGemJJUO8Ig",0,0,0,0,0,0,0,0,0,1,1,0
"MOYa_T7bOY8s-tFexc1CUw",0,0,0,0,0,0,0,1,0,0,0,0
"PyWb5NRpE8vNkpaS7ccTqQ",0,0,0,0,0,0,0,0,0,0,0,1
"P_A0HPT3ivJft7tK0KMTzg",0,0,0,0,0,0,0,0,0,0,0,0
"CqP6uFYS5K8JiXbisWEyVA",0,0,0,0,0,0,0,0,0,1,1,0
"0URwV70FtNHfPDdLpu5rGg",1,1,0,0,0,0,0,2,0,0,0,0
"opy-uehkYQCruAQ9SorUtQ",0,1,0,0,0,0,0,0,0,2,3,1
"6UWqiZB7jSwFUyVYSc-DfA",0,0,0,0,0,0,0,0,0,0,0,0
"MFiWk5dbo3sy8KO8yo-r7A",0,0,0,0,0,0,0,0,0,0,0,0
"nGjLvANu1IvdfTWByl4BgA",1,1,0,0,0,0,0,0,0,3,4,0
"xAet-aIDe17GA-q6I8mfog",0,0,0,0,0,0,0,0,0,0,1,0
"A3EnuZvRjgBVVdUj7lYl5Q",0,0,0,0,0,0,0,0,0,0,0,0
"8_MCN1OK-ibUBGAG-TWL6w",0,0,0,0,0,0,0,0,0,0,0,0
"JPvZcG6mKpcnLvyFhvL4aQ",0,0,0,0,0,0,0,0,0,0,0,0
"qiZptm66wj1nICcu5gc9JA",0,0,0,0,0,0,0,0,0,0,0,0
"2BuGynwZoe16cfSEhvEloA",0,0,0,0,0,0,1,0,0,0,0,0
"NMM8Kz07PZU_AnP-GkpbcQ",1,0,0,0,0,0,0,1,0,0,1,3
"bKkuP4ziK6cFaUYvnTYYWA",0,0,0,0,0,0,0,0,0,1,2,0
"gMjBc0ByeohgNqx5ZaaWuw",0,0,0,0,0,0,0,0,0,0,0,0
"DHUzScomqe-Mkfcz4awb5Q",0,0,0,0,1,0,0,0,0,0,0,0
"o5p4damSOa7q4IjMr8kMcw",0,2,0,0,0,1,0,1,0,0,0,0
"PM4tzMWgJkhTXMoINDWBXA",0,0,0,0,0,0,0,0,0,0,0,0
"qvg_7F9hdZd5tIWdbl_pcg",0,5,0,0,0,0,0,0,0,0,6,0
"TjQurpTCyM8NDNscbKQzvA",0,0,0,1,0,0,0,0,0,5,4,1
"pdruimF4Pbv5bJalVU1bAQ",0,1,0,0,0,0,0,0,0,1,2,0
"2buEmJZFG_rCYThHJdL7Gg",0,0,0,0,0,0,0,0,0,0,0,0
"IbntxIukioglPh0TtOnaPQ",0,0,0,0,0,0,0,1,0,0,0,0
"2yehj-is_JVoLqxhdtIGrQ",0,0,0,0,0,0,0,1,0,0,0,0
"LgyxHs3O3UFCERf_JUeVqg",0,0,0,0,0,0,0,0,1,0,0,0
"Cz3PuseN_8nQVRbOf9CFqA",0,0,0,0,0,0,0,0,0,0,0,1
"QViQA3PKspNgYAaXKpM7UA",0,2,0,0,0,0,0,1,0,0,1,0
"Eds0jSU7G0Ap178QOlhL-Q",0,1,0,0,0,0,0,0,0,1,0,1
"82kVw9seIZEUfdIZPG0xog",0,0,0,0,0,0,0,0,0,0,0,0
"6acRQ-4JdhoxkdqCikp3fQ",1,0,0,0,0,0,0,0,0,0,0,0
"lyVtY4n-JbkQw-Fi0698aA",1,0,0,0,0,1,0,0,0,0,0,0
"8nBNAl8HWcH7CExVrMUP3A",0,0,0,0,0,0,0,0,0,0,0,0
"6VTagyYLtzuL2T3l863Fcw",0,0,0,0,0,0,0,0,0,0,0,0
"Bw8_y822DQm5CUqQy0hFbw",0,0,0,0,0,0,0,1,0,0,0,0
"lBHYZO1zQbZve3e4Sfm79w",1,0,0,0,0,0,0,0,0,0,0,0
"wyq4DAHBpGTQXTktkXHHlA",0,0,0,0,0,0,0,1,0,2,0,0
"t16JBbSIOtPWgThyoVIjmQ",0,0,0,0,0,0,0,0,0,0,3,0
"LFkJmlGGsQqABIEMXGMIjw",0,1,0,0,2,2,0,1,0,4,1,0
"cHGMRbSM7Us0cUy5kIBvaA",0,0,0,0,0,0,0,3,0,0,2,1
"pKd5qxLQBOxPNYfN-vJ0bA",0,0,0,0,0,0,0,0,0,0,0,0
"xlDbG2Uf0B82tlRUx_9D7g",0,0,0,0,0,0,0,0,0,0,0,0
"yqNykqUA2eJ92ARhPfg7Tw",0,0,0,0,0,0,0,0,0,0,0,0
"GC_gWeIJo-EuBMMBNj27qw",0,0,0,0,0,0,0,0,0,0,2,3
"K5Y_HqdEfLNBcimfXBT6ig",0,0,0,0,0,0,0,1,0,0,0,0
"HET7ZeqcxZ6k87VIkpUOPQ",0,0,0,1,0,0,4,2,0,1,0,0
"vR57L1q4Hq76OzbI9duWgw",0,0,0,0,0,0,0,0,0,0,0,0
"V6RHpVJE9xqxAEvn_cy9BQ",0,0,0,0,0,0,2,1,0,0,0,0
"R_fENhtv9ZkQOmXtSvRNLw",0,2,0,0,0,0,0,0,0,3,3,3
"0WGuMaNeFZBLObeS4lkFew",0,0,0,0,0,0,0,0,0,0,0,0
"AdKB0n9FvHIPHip9iKvqbA",0,0,0,0,0,0,0,0,0,0,0,0
"3g7AuFnGalKwdc7mvO3x6g",0,0,0,0,0,0,0,0,0,0,0,0
"BXcBEJdW88YmSmIXPwpNyA",0,0,0,0,0,0,0,0,0,0,0,0
"hhHgEYi-i0iO1rphNCPy2A",0,0,0,0,0,0,0,0,0,0,0,0
"phVxYwhY7ZZH3oGdTPfseg",0,1,0,0,0,0,0,0,0,0,0,0
"dshHM24QDku5w8oVV8zdWg",0,0,0,0,0,0,0,0,0,0,0,0
"Z8L3c0gTCe7gm8n44Ei8Zw",0,0,0,0,0,0,0,0,0,1,2,0
"2KO-yCXB4SZqqkpFGTL8Xg",0,0,0,0,0,0,0,1,0,0,0,0
"26k5YmUFkMum-WNXe4tbGw",0,0,0,0,0,0,0,1,0,0,0,0
"AQhMNgJv4e-qFrz7pWwRrA",0,0,0,0,0,0,1,0,0,0,0,0
"ZJHvCAgsvK0HvFoJ_e84NQ",0,0,0,0,0,0,0,0,0,0,0,0
"hs18wPXAsgP5QPCUDt29Eg",0,0,0,0,0,0,0,0,0,0,0,0
"ZF2acrS7U7t3o04LlcT9Sw",0,0,0,0,0,0,0,4,0,0,2,0
"JAWhoPXEwFms_aefCv5GxA",0,0,0,0,0,0,0,0,0,1,1,0
"NN2Ud63svAbPX7VUyVUycA",0,0,0,0,0,0,1,1,0,1,0,0
"tftq2lWUIQe_UYNeUT3ruQ",0,0,0,0,0,0,1,0,0,0,0,0
"VdyuUlDXOln_wBlmlKXv2Q",0,0,0,0,0,0,0,0,0,0,0,0
"WjKA7k9cBKFElFBBL4hiww",0,0,0,0,0,0,0,1,0,0,1,0
"-kAOUl-hoDOHvlMUiDFK1A",0,0,0,0,0,0,0,0,0,0,1,0
"GYSZaaq7-wm2CkP-yyIXQg",0,2,0,0,0,0,1,0,0,0,0,0
"OjLKnjFr44powmfYkT5tmg",0,0,0,0,0,0,0,0,0,0,0,0
"hKIixociAo3olqK2q3kmRw",0,0,0,0,0,0,0,0,0,0,0,0
"Sd4Qc0SnjI5FbZ72q78e_w",0,0,0,0,0,0,1,0,0,0,0,0
"B55drWWPRS0XRpZHnCopJA",0,0,0,0,0,0,0,0,0,1,2,0
"-N7ILuC37D6m2yXYyFxZSw",0,0,0,0,0,0,0,0,0,0,0,0
"G3c7-Rzz_b2WY4voVvUwzQ",0,0,0,0,0,0,0,0,0,0,0,0
"LHdwa0euk5-ElaHnTsiuxg",0,0,0,0,0,0,0,0,0,0,0,0
"cOHNgSj3GZsFn8I2C-wBWg",0,0,0,0,0,0,0,0,0,0,0,0
"H2cjsQXEWeKwP1mIIwTScQ",0,0,0,0,0,0,0,2,0,0,2,1
"wKBvYGDVAfujwlIStP8BEA",0,0,0,0,0,0,0,0,0,0,0,0
"b_lCrbFz4ikbnf1Iys7oIg",0,0,0,0,0,0,0,2,0,1,0,0
"AcRs7KahXQ8ldzuw2biadw",0,0,0,0,0,0,0,0,0,0,1,0
"GJOlN7ue82nQllHHDZA-rQ",0,0,0,0,0,0,0,0,0,0,0,0
"pR4gCZU0QV8p3kunUHlHuw",0,1,0,0,0,0,0,0,0,0,7,0
"QoN2UMbwAaLR8QeWi3hpQQ",0,0,0,0,0,0,0,3,0,0,0,0
"0fSx7n9HtBZkOKwaq9N5CQ",0,0,0,0,0,0,0,0,0,0,0,0
"P-E8PZWjQUq41e0FzW9zmA",0,2,0,0,0,0,0,4,0,0,0,0
"Ehh1umpZapVsh1ngdGHwDg",0,0,0,0,0,0,0,0,0,0,0,0
"VlYf1cWGIjo_kPmmxEpi4Q",0,0,0,0,0,0,0,0,0,0,1,0
"YU0RQm9VJbnhqx9d7T3Hvg",0,0,0,0,0,0,0,0,0,0,0,0
"fcZSKg3UziN7I3vO72zOcg",0,0,0,0,0,0,0,1,0,0,0,0
"Ci6In8CorrB1ePmQKzHpdg",0,0,0,0,0,0,0,0,0,0,0,0
"cPBF3P_xDOMNYjf6QSGykQ",0,0,0,0,0,0,0,0,0,0,1,0
"dnGq8dL1SiedvG8PbX3yEg",0,0,0,0,0,0,0,0,0,0,0,0
"UBl_eurlFo-M2IbfyH-W6w",0,0,0,0,0,0,0,1,0,0,0,0
"2QLY_qbTdQ-uehi_JJ8RKw",0,1,0,0,1,0,0,0,0,0,0,0
"AK6twEVICwhbyuVTRRGxWw",0,0,0,0,0,0,0,0,0,0,0,0
"HV1WFdW835SNAqBaMJrskA",0,0,0,0,1,0,0,0,0,0,0,0
"VGsPSliO3rHqkXqbKvLjlQ",1,0,0,0,0,0,0,0,0,1,1,0
"bNe6c43mku4mzvpEHh8dXA",0,0,0,0,0,0,0,0,0,0,1,1
"tqx9HFTFr5jG1hSMjfW3lg",0,0,0,0,0,0,0,0,0,0,1,0
"YXoUDqVm4xn3f2SrJuqwQg",1,0,0,1,0,0,0,0,0,0,0,0
"SgEJ2GY5Z6Jvsk5oDgijdw",0,0,0,0,0,0,0,0,0,0,0,0
"Zoj1pcE6oG4-Ea1ocH2i1A",0,0,0,0,0,0,0,0,0,0,0,0
"Hzd9YSXk9rWhvBPHhfX0-Q",0,1,0,0,0,0,0,0,0,0,0,0
"MFcZICYwTXCfJ-TBJfwHDA",0,0,0,0,0,0,0,2,0,0,0,0
"evDZB4FnJzjz_Cdq9JTiJA",0,0,0,0,0,0,0,0,0,0,0,0
"xNn3zoqV4iNoeJRlgDBJyA",0,0,0,0,0,0,0,0,0,0,0,0
"G9f-FeNezifH2MFfJ5nCmg",0,0,0,0,0,0,0,1,0,0,0,1
"LSRalzfG5lFkLv4mnCwm9A",0,0,0,0,0,0,0,0,0,0,0,0
"nWlyVUPVlkWTWVyOXvS3xw",1,0,0,0,0,1,0,2,0,0,0,1
"rWmmKX-v0DqHo1awQX-0IQ",0,0,0,0,0,0,0,0,0,0,0,0
"Wvu2ro6D2d_ib1hgR_OKeQ",0,0,0,0,0,0,0,0,0,0,0,0
"8Zb813GdwR3TxkKbPrz2zA",0,0,0,0,0,0,0,0,0,0,2,1
"LVJ9Engm1FU997EAd12B_Q",0,0,0,0,0,0,0,0,0,0,0,0
"IF5lHSZd9SKglMuzG_yuAg",0,0,0,0,0,0,0,0,0,0,0,0
"DKmc6CRebrszyRuMqwdZug",0,0,0,0,0,0,0,3,0,0,0,0
"0ciVKB68Uv5Ne3LeyMB6jA",0,0,0,0,0,0,0,0,0,0,1,1
"GHRomGdZiMIbcdZrGkDLLw",0,0,0,1,0,1,0,0,0,0,1,0
"E9JtyRGHMWxGuIKnXe7Viw",0,0,0,0,0,0,0,1,0,0,0,0
"7jC6n7xjGQP9P_fiOK-jng",0,0,0,0,0,0,0,0,0,0,0,0
"D4sba5tbHPSkw-GDj1Iv2A",1,0,0,0,0,1,0,2,0,0,0,1
"EjV0FeUczH1ZFv6gvNu9HA",0,0,0,0,0,0,0,0,0,0,2,0
"2lIxH1edQVn_naZIY800TQ",0,0,0,0,0,0,0,2,0,0,0,0
"3fwuGP9HonM8lCC9-_Pv-Q",0,0,0,0,0,0,0,0,0,0,0,1
"Tf4pdXkK7ybY2NQdpU0P1g",0,0,0,0,0,0,0,0,0,0,1,0
"ablNmujGblD_EsVZr2zLOA",0,0,0,0,0,0,1,0,0,0,0,0
"3U4iU7DEMe42RvacV3Wkzg",0,0,0,0,0,0,0,0,0,0,0,0
"6TPpV0IVo_ARKCMPPs1x3Q",0,0,0,0,0,0,0,0,0,0,2,1
"hxMvIOLC-WxtbDWEFjOldw",0,0,0,0,0,0,0,0,0,0,1,0
"l6QcVHOd5xpoERq6T3EqBQ",0,0,0,0,0,0,0,0,0,0,0,0
"sVHHIkft1le6fJl9T7q2XA",0,0,0,0,0,0,0,0,0,0,1,0
"o-68Z4n6nHCoxUKMGWLvmQ",0,0,0,0,0,0,0,0,0,0,0,0
"va-1fI8LNYZqJupWEW_hLw",0,0,0,0,0,0,0,0,0,1,0,0
"4jofI-_y1mF_7f7ZuPQUBg",0,0,0,0,0,0,0,1,0,0,1,0
"_3-z3MvqPdfGOBVC-E7uMA",0,0,0,0,0,0,0,3,0,1,0,0
"orPlFVxs9Vx2V_HvHRYUMg",1,0,0,0,0,0,0,0,0,0,0,1
"JcPkEem3XMn1QAR-uMCoTQ",0,0,0,0,0,0,0,0,0,0,0,0
"kxuYRnkZRcTMyKP4c2DOYw",0,0,0,0,0,0,0,2,0,1,0,0
"cX84-z7LR8yRmZVDfAP-yA",0,0,0,0,0,0,0,0,0,0,0,0
"ffKMtfHTufZ6W6n4kEPodA",0,0,0,0,0,0,0,1,0,0,1,0
"lyCg9MvSQY57YsOvSl54ow",0,1,0,0,0,0,0,2,1,0,0,1
"kvzeUWvDKkRT3XO_wRr20Q",0,0,0,0,0,0,0,0,0,0,0,0
"V8PyNOFTLIqscA13XLq7rw",0,0,0,0,0,0,0,4,0,0,0,0
"Dj-VF_WwRVO7GCDOdNZ8Zw",0,0,0,0,0,0,0,0,0,0,1,0
"H2EqsDIRSuPs7OOKVET5-Q",0,2,0,0,0,1,0,0,0,1,2,0
"aPhxuZZ8z3N0px1EHW8M_w",0,0,0,0,1,0,0,1,0,0,0,0
"oVv0xssvLkKRpQgeIQrvTw",0,0,0,0,0,0,0,0,0,0,0,1
"ll6lugFhH4f14a80nnDAXw",0,0,0,0,0,0,0,1,0,0,0,0
"qLwo0J30JYY-nF8ivzP5kg",0,0,0,0,0,0,0,2,0,0,0,0
"Wo2Hwir9NpaI5VbV3clnqg",2,0,0,0,0,0,6,1,0,2,3,1
"vCJ--yW9flLaOWHMDvDtCQ",0,0,0,0,1,0,0,3,0,0,1,0
"J73ty0FUN-xPH1yr_LK0kg",0,0,0,0,0,0,0,0,0,0,0,0
"E67OWBofmQ6nBHlTtuGYdQ",0,0,0,0,0,0,0,0,0,0,0,0
"aLRu_Za4VklJX0pOWx5lSw",0,0,0,0,0,0,0,0,0,0,1,0
"6hzMvR2dYRMmxp6pLmpQqA",0,0,0,0,0,0,0,0,1,0,0,0
"i9345WeBAcbadYSgpUDj0w",0,0,0,0,0,0,0,0,0,0,0,0
"JDgPYcvWOkNqnXq2vvArpQ",0,0,0,0,0,0,0,0,0,0,0,0
"e4Nds_i31E7uyscQUVkRlA",0,0,0,0,0,0,0,0,0,0,4,0
"ziDK1T83pKcO1jRGamJYRQ",0,0,0,0,0,0,1,0,0,0,0,1
"OTrAyaqsDfTzKBxLV1lhhQ",0,0,0,0,0,0,0,0,0,0,0,0
"QmnWlXeOt5PS812-hOdU2w",1,0,0,0,0,0,0,0,0,0,0,0
